"Data file recorded 2023/8/27  12:31:48"
" time  hx711, qdec3, qdec5, adc8,  adc9, adc10, adc11, adc12, adc13, adc14, adc15"
# Hello World 7/11/23 from main()
# LED0 initialized PA5
# led_init: success. Wait for LED blink
# Starting print thread
# printq access blocked by other thread. msg = # printq test message- hello from main.c 
# Clock cycles per second 96000000
 # End DAC init. Using PA4. DAC_MAX=4095 and DAC channel 1
# End ADC init PB0 PB1 PC0 PC1 PC2 PC3 PC4 PC5
# End PWM init. TIM1 PA8 PA9 PA10 PA11, TIM4 PB6 PB7 PB8 PB9, PWM13 PA6, PWM14 PA7
# End HX711 init TIM2 Ch4 PB2 as PD_SCK and PB5 as DOUT input
# End qdec inputs init. TIM3 PC6 PC7, TIM5 PA0 PA1 (32 bit)
# Starting heartbeat thread
# Starting uart input thread
# Starting hx711 thread
# Starting control thread
# Starting print_state thread
# Starting uart input thread: at tick 0.331803 
 # Starting hx711_thread
 # Starting print_state thread: at tick 32501203 (5000 ms PRNWAIT)
 #      t=,    hx711, qdec3, qdec5, adc8,  adc9, adc10, adc11, adc12, adc13, adc14, adc15  
   83.1423,        0,     0,     0, 1141,  1022,   899,   841,   671,  1231,  1431,  1431
 # Input_thread count 1535 time 83.187630 cmd = PFRQ1 value = 634
 # Input_thread count 1536 time 83.203133 cmd = PFRQ2 value = -634
   83.2435,        0,     0,     0,  842,   814,   651,   661,   553,   488,   836,   836
 # Input_thread count 1537 time 83.267029 cmd = PFRQ1 value = 655
 # Input_thread count 1538 time 83.288033 cmd = PFRQ2 value = -655
   83.3459,        0,     0,     0,  910,   969,  1021,  1007,  1008,   606,   740,   740
 # Input_thread count 1539 time 83.366234 cmd = PFRQ1 value = 676
 # Input_thread count 1540 time 83.388336 cmd = PFRQ2 value = -676
   83.4483,        0,     0,     0,  878,   756,  1001,  1046,  1085,   613,   756,   756
 # Input_thread count 1541 time 83.489624 cmd = PFRQ1 value = 697
 # Input_thread count 1542 time 83.505127 cmd = PFRQ2 value = -697
   83.5484,        0,     0,     0,  960,  1023,  1060,  1056,  1084,   618,   911,   911
 # Input_thread count 1543 time 83.589928 cmd = PFRQ1 value = 717
 # Input_thread count 1544 time 83.604340 cmd = PFRQ2 value = -717
   83.6509,        0,     0,     0, 1109,  1192,  1148,  1156,  1143,   686,  1075,  1075
 # Input_thread count 1545 time 83.689133 cmd = PFRQ1 value = 738
 # Input_thread count 1546 time 83.704636 cmd = PFRQ2 value = -738
   83.7532,        0,     0,     0, 1024,  1131,  1170,  1188,  1245,   817,   919,   919
 # Input_thread count 1547 time 83.774033 cmd = PFRQ1 value = 759
 # Input_thread count 1548 time 83.789627 cmd = PFRQ2 value = -759
   83.8544,        0,     0,     0, 1326,  1279,  1605,  1585,  1731,  1772,  1410,  1410
 # Input_thread count 1549 time 83.890930 cmd = PFRQ1 value = 779
 # Input_thread count 1550 time 83.905327 cmd = PFRQ2 value = -779
   83.9557,        0,     0,     0, 1497,  1325,  1775,  1800,  2015,  2796,  2055,  2055
 # Input_thread count 1551 time 84.005539 cmd = PFRQ1 value = 800
 # Input_thread count 1552 time 84.021034 cmd = PFRQ2 value = -800
   84.0569,        0,     0,     0, 1444,  1616,  1643,  1638,  1748,  2704,  1952,  1952
 # Input_thread count 1553 time 84.105835 cmd = PFRQ1 value = 820
 # Input_thread count 1554 time 84.121330 cmd = PFRQ2 value = -820
   84.1583,        0,     0,     0, 1338,   986,  1337,  1366,  1415,  2571,  1769,  1769
 # Input_thread count 1555 time 84.190735 cmd = PFRQ1 value = 840
 # Input_thread count 1556 time 84.206238 cmd = PFRQ2 value = -840
   84.2617,        0,     0,     0,  917,   710,   663,   693,   527,   757,   909,   909
 # Input_thread count 1557 time 84.306435 cmd = PFRQ1 value = 860
 # Input_thread count 1558 time 84.321938 cmd = PFRQ2 value = -860
   84.3641,        0,     0,     0,  884,   892,   945,   926,   930,   563,   721,   721
 # Input_thread count 1559 time 84.406738 cmd = PFRQ1 value = 880
 # Input_thread count 1560 time 84.422234 cmd = PFRQ2 value = -880
   84.4654,        0,     0,     0, 1028,  1033,  1046,  1051,  1061,   607,   933,   933
 # Input_thread count 1561 time 84.491631 cmd = PFRQ1 value = 900
 # Input_thread count 1562 time 84.507133 cmd = PFRQ2 value = -900
   84.5677,        0,     0,     0, 1032,   952,  1084,  1123,  1148,   658,  1044,  1044
 # Input_thread count 1563 time 84.607430 cmd = PFRQ1 value = 919
 # Input_thread count 1564 time 84.622925 cmd = PFRQ2 value = -919
   84.6690,        0,     0,     0,  954,   991,  1045,  1052,  1093,   632,   887,   887
 # Input_thread count 1565 time 84.707733 cmd = PFRQ1 value = 938
 # Input_thread count 1566 time 84.723228 cmd = PFRQ2 value = -938
   84.7713,        0,     0,     0,  903,   729,   986,  1073,  1097,   636,   764,   764
 # Input_thread count 1567 time 84.808029 cmd = PFRQ1 value = 957
 # Input_thread count 1568 time 84.823540 cmd = PFRQ2 value = -957
   84.8737,        0,     0,     0, 1308,  1304,  1629,  1623,  1838,  2000,  1366,  1366
 # Input_thread count 1569 time 84.908333 cmd = PFRQ1 value = 976
 # Input_thread count 1570 time 84.923836 cmd = PFRQ2 value = -976
   84.9750,        0,     0,     0, 1507,  1444,  1764,  1778,  1985,  2778,  1980,  1980
 # Input_thread count 1571 time 85.009727 cmd = PFRQ1 value = 995
 # Input_thread count 1572 time 85.025230 cmd = PFRQ2 value = -995
   85.0751,        0,     0,     0, 1334,  1246,  1680,  1673,  1864,  2718,  1762,  1762
 # Input_thread count 1573 time 85.093536 cmd = PFRQ1 value = 1013
 # Input_thread count 1574 time 85.109032 cmd = PFRQ2 value = -1013
   85.1776,        0,     0,     0, 1388,  1314,  1362,  1387,  1396,  2592,  1872,  1872
 # Input_thread count 1575 time 85.219131 cmd = PFRQ1 value = 1031
 # Input_thread count 1576 time 85.233536 cmd = PFRQ2 value = -1031
   85.2799,        0,     0,     0, 1069,   839,   830,   850,   689,  1373,  1235,  1235
 # Input_thread count 1577 time 85.310638 cmd = PFRQ1 value = 1049
 # Input_thread count 1578 time 85.326233 cmd = PFRQ2 value = -1049
   85.3822,        0,     0,     0, 1002,  1031,   875,   896,   790,   537,   897,   897
 # Input_thread count 1579 time 85.427528 cmd = PFRQ1 value = 1067
 # Input_thread count 1580 time 85.441933 cmd = PFRQ2 value = -1067
   85.4824,        0,     0,     0,  914,   942,   897,   888,   866,   570,   850,   850
 # Input_thread count 1581 time 85.527832 cmd = PFRQ1 value = 1084
 # Input_thread count 1582 time 85.543327 cmd = PFRQ2 value = -1084
   85.5847,        0,     0,     0,  915,   982,  1019,  1033,  1044,   588,   737,   737
 # Input_thread count 1583 time 85.631432 cmd = PFRQ1 value = 1102
 # Input_thread count 1584 time 85.646935 cmd = PFRQ2 value = -1102
   85.6872,        0,     0,     0,  939,  1060,  1054,  1050,  1078,   615,   851,   851
 # Input_thread count 1585 time 85.713036 cmd = PFRQ1 value = 1119
 # Input_thread count 1586 time 85.728531 cmd = PFRQ2 value = -1119
   85.7884,        0,     0,     0, 1049,  1094,  1100,  1106,  1139,   672,   961,   961
 # Input_thread count 1587 time 85.828735 cmd = PFRQ1 value = 1135
 # Input_thread count 1588 time 85.844238 cmd = PFRQ2 value = -1135
   85.8908,        0,     0,     0, 1089,  1123,  1149,  1167,  1160,   698,   983,   983
 # Input_thread count 1589 time 85.929031 cmd = PFRQ1 value = 1151
 # Input_thread count 1590 time 85.944534 cmd = PFRQ2 value = -1151
   85.9932,        0,     0,     0, 1442,  1226,  1759,  1738,  1969,  2491,  1791,  1791
 # Input_thread count 1591 time 86.030426 cmd = PFRQ1 value = 1168
 # Input_thread count 1592 time 86.045929 cmd = PFRQ2 value = -1168
   86.0955,        0,     0,     0, 1463,  1278,  1556,  1532,  1599,  2649,  2095,  2095
 # Input_thread count 1593 time 86.114334 cmd = PFRQ1 value = 1183
 # Input_thread count 1594 time 86.129837 cmd = PFRQ2 value = -1183
   86.1957,        0,     0,     0, 1364,  1088,  1428,  1450,  1505,  2608,  1798,  1798
 # Input_thread count 1595 time 86.231133 cmd = PFRQ1 value = 1199
 # Input_thread count 1596 time 86.246635 cmd = PFRQ2 value = -1199
   86.2980,        0,     0,     0, 1385,  1601,  1216,  1122,   974,  2067,  1779,  1779
 # Input_thread count 1597 time 86.331436 cmd = PFRQ1 value = 1214
 # Input_thread count 1598 time 86.346931 cmd = PFRQ2 value = -1214
   86.4004,        0,     0,     0, 1031,  1105,   776,   779,   594,   509,   943,   943
 # Input_thread count 1599 time 86.447128 cmd = PFRQ1 value = 1229
 # Input_thread count 1600 time 86.462631 cmd = PFRQ2 value = -1229
   86.5017,        0,     0,     0, 1041,   920,   987,   991,   921,   559,   994,   994
 # Input_thread count 1601 time 86.547462 cmd = PFRQ1 value = 1243
 # Input_thread count 1602 time 86.572830 cmd = PFRQ2 value = -1243
   86.6040,        0,     0,     0,  945,   974,  1032,  1045,  1050,   593,   862,   862
 # Input_thread count 1603 time 86.633438 cmd = PFRQ1 value = 1257
 # Input_thread count 1604 time 86.664330 cmd = PFRQ2 value = -1257
   86.7054,        0,     0,     0,  908,   955,  1006,  1063,  1086,   620,   863,   863
 # Input_thread count 1605 time 86.749138 cmd = PFRQ1 value = 1271
 # Input_thread count 1606 time 86.764633 cmd = PFRQ2 value = -1271
   86.8077,        0,     0,     0,  918,   920,   979,  1038,  1102,   635,   780,   780
 # Input_thread count 1607 time 86.834030 cmd = PFRQ1 value = 1284
 # Input_thread count 1608 time 86.849632 cmd = PFRQ2 value = -1284
   86.9100,        0,     0,     0, 1076,  1132,  1195,  1190,  1220,   781,  1014,  1014
 # Input_thread count 1609 time 86.949837 cmd = PFRQ1 value = 1297
 # Input_thread count 1610 time 86.965332 cmd = PFRQ2 value = -1297
   87.0102,        0,     0,     0,  985,   860,  1144,  1180,  1263,   896,   935,   935
 # Input_thread count 1611 time 87.034737 cmd = PFRQ1 value = 1310
 # Input_thread count 1612 time 87.050232 cmd = PFRQ2 value = -1310
   87.1125,        0,     0,     0, 1320,  1303,  1717,  1667,  1924,  2712,  1679,  1679
 # Input_thread count 1613 time 87.146034 cmd = PFRQ1 value = 1322
 # Input_thread count 1614 time 87.161530 cmd = PFRQ2 value = -1322
   87.2150,        0,     0,     0, 1392,  1385,  1447,  1394,  1448,  2578,  1869,  1869
 # Input_thread count 1615 time 87.249634 cmd = PFRQ1 value = 1334
 # Input_thread count 1616 time 87.265137 cmd = PFRQ2 value = -1334
   87.3162,        0,     0,     0, 1428,  1164,  1271,  1272,  1242,  2526,  1964,  1964
 # Input_thread count 1617 time 87.367538 cmd = PFRQ1 value = 1346
 # Input_thread count 1618 time 87.383034 cmd = PFRQ2 value = -1346
   87.4186,        0,     0,     0, 1093,  1076,   781,   798,   587,   769,  1095,  1095
 # Input_thread count 1619 time 87.465630 cmd = PFRQ1 value = 1357
 # Input_thread count 1620 time 87.486633 cmd = PFRQ2 value = -1357
   87.5199,        0,     0,     0, 1046,  1093,   895,   927,   780,   528,   979,   979
 # Input_thread count 1621 time 87.550537 cmd = PFRQ1 value = 1368
 # Input_thread count 1622 time 87.566032 cmd = PFRQ2 value = -1368
   87.6222,        0,     0,     0,  929,   787,   982,  1033,  1031,   588,   829,   829
 # Input_thread count 1623 time 87.649834 cmd = PFRQ1 value = 1378
 # Input_thread count 1624 time 87.665337 cmd = PFRQ2 value = -1378
   87.7224,        0,     0,     0, 1072,  1087,  1088,  1080,  1070,   607,   938,   938
 # Input_thread count 1625 time 87.758926 cmd = PFRQ1 value = 1388
 # Input_thread count 1626 time 87.774429 cmd = PFRQ2 value = -1388
   87.8247,        0,     0,     0, 1074,  1170,  1090,  1099,  1121,   645,  1050,  1050
 # Input_thread count 1627 time 87.865837 cmd = PFRQ1 value = 1397
 # Input_thread count 1628 time 87.881340 cmd = PFRQ2 value = -1397
   87.9271,        0,     0,     0, 1088,  1287,  1169,  1122,  1148,   678,  1053,  1053
 # Input_thread count 1629 time 87.960632 cmd = PFRQ1 value = 1407
 # Input_thread count 1630 time 87.976128 cmd = PFRQ2 value = -1407
   88.0284,        0,     0,     0,  889,   804,   999,  1057,  1099,   649,   835,   835
 # Input_thread count 1631 time 88.052132 cmd = PFRQ1 value = 1415
 # Input_thread count 1632 time 88.066528 cmd = PFRQ2 value = -1415
   88.1307,        0,     0,     0, 1248,  1122,  1559,  1561,  1797,  2135,  1444,  1444
 # Input_thread count 1633 time 88.174431 cmd = PFRQ1 value = 1424
 # Input_thread count 1634 time 88.204231 cmd = PFRQ2 value = -1424
   88.2310,        0,     0,     0, 1462,  1730,  1845,  1791,  2007,  2545,  1849,  1849
 # Input_thread count 1635 time 88.267036 cmd = PFRQ1 value = 1432
 # Input_thread count 1636 time 88.282532 cmd = PFRQ2 value = -1432
   88.3333,        0,     0,     0, 1454,  1275,  1524,  1507,  1562,  2624,  2099,  2099
 # Input_thread count 1637 time 88.367332 cmd = PFRQ1 value = 1439
 # Input_thread count 1638 time 88.382935 cmd = PFRQ2 value = -1439
   88.4356,        0,     0,     0, 1214,  1147,  1063,  1056,   984,  2192,  1682,  1682
 # Input_thread count 1639 time 88.468826 cmd = PFRQ1 value = 1446
 # Input_thread count 1640 time 88.483231 cmd = PFRQ2 value = -1446
   88.5369,        0,     0,     0, 1066,   959,   805,   804,   626,  1185,  1111,  1111
 # Input_thread count 1641 time 88.568031 cmd = PFRQ1 value = 1453
 # Input_thread count 1642 time 88.583534 cmd = PFRQ2 value = -1453
   88.6392,        0,     0,     0, 1098,  1344,  1024,   963,   866,   566,   904,   904
 # Input_thread count 1643 time 88.683731 cmd = PFRQ1 value = 1459
 # Input_thread count 1644 time 88.705833 cmd = PFRQ2 value = -1459
   88.7395,        0,     0,     0, 1082,   913,  1002,  1030,   941,   574,  1039,  1039
 # Input_thread count 1645 time 88.784035 cmd = PFRQ1 value = 1465
 # Input_thread count 1646 time 88.806137 cmd = PFRQ2 value = -1465
   88.8440,        0,     0,     0, 1051,  1099,  1129,  1146,  1166,   637,   962,   962
 # Input_thread count 1647 time 88.884338 cmd = PFRQ1 value = 1470
 # Input_thread count 1648 time 88.906433 cmd = PFRQ2 value = -1470
   88.9453,        0,     0,     0,  937,  1011,  1128,  1136,  1160,   644,  1068,  1068
 # Input_thread count 1649 time 88.969231 cmd = PFRQ1 value = 1475
 # Input_thread count 1650 time 88.984734 cmd = PFRQ2 value = -1475
   89.0488,        0,     0,     0, 1271,  1346,  1541,  1455,  1584,  1436,  1408,  1408
 # Input_thread count 1651 time 89.069534 cmd = PFRQ1 value = 1480
 # Input_thread count 1652 time 89.083939 cmd = PFRQ2 value = -1480
   89.1500,        0,     0,     0, 1246,  1247,  1636,  1612,  1891,  2440,  1632,  1632
 # Input_thread count 1653 time 89.185333 cmd = PFRQ1 value = 1484
 # Input_thread count 1654 time 89.206337 cmd = PFRQ2 value = -1484
   89.2513,        0,     0,     0, 1454,  1407,  1717,  1647,  1802,  2692,  1992,  1992
 # Input_thread count 1655 time 89.285629 cmd = PFRQ1 value = 1487
 # Input_thread count 1656 time 89.309937 cmd = PFRQ2 value = -1487
   89.3525,        0,     0,     0, 1420,  1252,  1482,  1445,  1480,  2593,  2075,  2075
 # Input_thread count 1657 time 89.388153 cmd = PFRQ1 value = 1490
 # Input_thread count 1658 time 89.406937 cmd = PFRQ2 value = -1490
   89.4549,        0,     0,     0, 1223,  1237,  1050,  1008,   918,  1988,  1665,  1665
 # Input_thread count 1659 time 89.486229 cmd = PFRQ1 value = 1493
 # Input_thread count 1660 time 89.507233 cmd = PFRQ2 value = -1493
   89.5562,        0,     0,     0,  996,   981,   751,   775,   574,   903,  1068,  1068
 # Input_thread count 1661 time 89.589836 cmd = PFRQ1 value = 1495
 # Input_thread count 1662 time 89.607529 cmd = PFRQ2 value = -1495
   89.6585,        0,     0,     0, 1044,  1023,   998,  1017,   940,   569,   867,   867
 # Input_thread count 1663 time 89.686829 cmd = PFRQ1 value = 1497
 # Input_thread count 1664 time 89.707832 cmd = PFRQ2 value = -1497
   89.7610,        0,     0,     0,  985,  1223,  1069,  1078,  1088,   615,   755,   755
 # Input_thread count 1665 time 89.808029 cmd = PFRQ1 value = 1498
 # Input_thread count 1666 time 89.823532 cmd = PFRQ2 value = -1498
   89.8633,        0,     0,     0, 1064,   940,  1116,  1128,  1144,   648,   910,   910
 # Input_thread count 1667 time 89.908356 cmd = PFRQ1 value = 1499
 # Input_thread count 1668 time 89.923935 cmd = PFRQ2 value = -1499
   89.9656,        0,     0,     0, 1066,  1003,  1150,  1154,  1142,   676,  1074,  1074
 # Input_thread count 1669 time 89.987831 cmd = PFRQ1 value = 1499
 # Input_thread count 1670 time 90.008835 cmd = PFRQ2 value = -1499
   90.0658,        0,     0,     0,  909,   806,  1011,  1050,  1098,   658,   854,   854
 # Input_thread count 1671 time 90.087044 cmd = PFRQ1 value = 1499
 # Input_thread count 1672 time 90.109131 cmd = PFRQ2 value = -1499
   90.1692,        0,     0,     0, 1252,  1272,  1694,  1621,  1921,  2606,  1618,  1618
 # Input_thread count 1673 time 90.225822 cmd = PFRQ1 value = 1499
 # Input_thread count 1674 time 90.241333 cmd = PFRQ2 value = -1499
   90.2717,        0,     0,     0, 1312,  1319,  1446,  1407,  1479,  2612,  1862,  1862
 # Input_thread count 1675 time 90.310730 cmd = PFRQ1 value = 1498
 # Input_thread count 1676 time 90.326233 cmd = PFRQ2 value = -1498
   90.3729,        0,     0,     0, 1366,  1320,  1288,  1239,  1241,  2529,  1952,  1952
 # Input_thread count 1677 time 90.426430 cmd = PFRQ1 value = 1496
 # Input_thread count 1678 time 90.441933 cmd = PFRQ2 value = -1496
   90.4753,        0,     0,     0, 1156,  1102,   839,   823,   603,   895,  1204,  1204
 # Input_thread count 1679 time 90.527832 cmd = PFRQ1 value = 1495
 # Input_thread count 1680 time 90.543327 cmd = PFRQ2 value = -1495
   90.5766,        0,     0,     0, 1072,  1388,   840,   855,   738,   545,   989,   989
 # Input_thread count 1681 time 90.628128 cmd = PFRQ1 value = 1492
 # Input_thread count 1682 time 90.642540 cmd = PFRQ2 value = -1492
   90.6789,        0,     0,     0,  995,   845,  1032,  1071,  1054,   599,   842,   842
 # Input_thread count 1683 time 90.727432 cmd = PFRQ1 value = 1489
 # Input_thread count 1684 time 90.742935 cmd = PFRQ2 value = -1489
   90.7802,        0,     0,     0,  961,   942,  1043,  1090,  1096,   608,   724,   724
 # Input_thread count 1685 time 90.812332 cmd = PFRQ1 value = 1486
 # Input_thread count 1686 time 90.827827 cmd = PFRQ2 value = -1486
   90.8825,        0,     0,     0, 1059,   942,  1095,  1152,  1140,   649,   939,   939
 # Input_thread count 1687 time 90.943436 cmd = PFRQ1 value = 1482
 # Input_thread count 1688 time 90.958954 cmd = PFRQ2 value = -1482
   90.9849,        0,     0,     0, 1102,  1432,  1185,  1141,  1151,   686,  1002,  1002
 # Input_thread count 1689 time 91.012924 cmd = PFRQ1 value = 1478
 # Input_thread count 1690 time 91.027336 cmd = PFRQ2 value = -1478
   91.0862,        0,     0,     0, 1141,  1065,  1321,  1311,  1408,  1028,  1179,  1179
 # Input_thread count 1691 time 91.128632 cmd = PFRQ1 value = 1474
 # Input_thread count 1692 time 91.144142 cmd = PFRQ2 value = -1474
   91.1874,        0,     0,     0, 1170,  1107,  1535,  1561,  1786,  2058,  1371,  1371
 # Input_thread count 1693 time 91.228928 cmd = PFRQ1 value = 1469
 # Input_thread count 1694 time 91.244438 cmd = PFRQ2 value = -1469
   91.2888,        0,     0,     0, 1299,  1200,  1597,  1609,  1852,  2723,  1741,  1741
 # Input_thread count 1695 time 91.329224 cmd = PFRQ1 value = 1463
 # Input_thread count 1696 time 91.344734 cmd = PFRQ2 value = -1463
   91.3911,        0,     0,     0, 1440,  1191,  1424,  1360,  1393,  2581,  1990,  1990
 # Input_thread count 1697 time 91.429535 cmd = PFRQ1 value = 1457
 # Input_thread count 1698 time 91.445129 cmd = PFRQ2 value = -1457
   91.4934,        0,     0,     0, 1200,  1210,   942,   876,   741,  1560,  1596,  1596
 # Input_thread count 1699 time 91.528831 cmd = PFRQ1 value = 1451
 # Input_thread count 1700 time 91.544334 cmd = PFRQ2 value = -1451
   91.5936,        0,     0,     0,  996,   773,   761,   781,   636,  1275,  1137,  1137
 # Input_thread count 1701 time 91.630226 cmd = PFRQ1 value = 1444
 # Input_thread count 1702 time 91.645729 cmd = PFRQ2 value = -1444
